iter	Logloss
267	0.321922523
268	0.3213735561
269	0.3207150161
270	0.3200657042
271	0.319423959
272	0.3187487643
273	0.3182121482
274	0.3175194395
275	0.3169107475
276	0.3162484554
277	0.3156139461
278	0.3149791486
279	0.3143616504
280	0.313742158
281	0.3131385026
282	0.3125230119
283	0.3119053715
284	0.3112786176
285	0.3106632988
286	0.3101054695
287	0.3096028778
288	0.3089917366
289	0.3084147735
290	0.3079197673
291	0.3074158571
292	0.3068246719
293	0.3062393013
294	0.305687353
295	0.3051548554
296	0.3045852566
297	0.3041180303
298	0.3035799586
299	0.3030260063
300	0.3024519813
301	0.3018846173
302	0.3014010932
303	0.3008202538
304	0.3002611157
305	0.2996912341
306	0.2991783164
307	0.2986924213
308	0.2981625285
309	0.2975805926
310	0.2970789608
311	0.2965598518
312	0.2961087799
313	0.2955917967
314	0.2950762664
315	0.2945785541
316	0.2940517313
317	0.2935960804
318	0.293097491
319	0.2926104226
320	0.2921723884
321	0.2916574967
322	0.2911088179
323	0.2906776874
324	0.2901466178
325	0.2896882397
326	0.2891834993
327	0.288740677
328	0.2882823622
329	0.2877579344
330	0.2872700665
331	0.28688007
332	0.2863800289
333	0.2859249678
334	0.2854981053
335	0.2850883648
336	0.2846080211
337	0.2841316662
338	0.2836537755
339	0.2832768297
340	0.2828351933
341	0.2824235208
342	0.281974549
343	0.2815674534
344	0.2811350589
345	0.2807078088
346	0.2802599023
347	0.2797912918
348	0.2793396527
349	0.2789626259
350	0.2785170892
351	0.278088074
352	0.2776080028
353	0.2771729549
354	0.2767215472
355	0.2763483236
356	0.2759164689
357	0.2754787565
358	0.275064618
359	0.2746606313
360	0.2742514733
361	0.273844449
362	0.273423287
363	0.2729847113
364	0.272559315
365	0.2722025972
366	0.2717815311
367	0.2713619844
368	0.2709914279
369	0.2705833011
370	0.2702055994
371	0.2698724515
372	0.2695470919
373	0.2691645768
374	0.2687358548
375	0.2683456593
376	0.2679875447
377	0.2676619567
378	0.2672763174
379	0.2668867578
380	0.2665164001
381	0.2661489244
382	0.2658060511
383	0.2654035554
384	0.2650542799
385	0.2646523384
386	0.26428437
387	0.2639296017
388	0.263560175
389	0.2631829421
390	0.2628365139
391	0.262444845
392	0.2620730461
393	0.2616991814
394	0.2613536822
395	0.2610034113
396	0.2606447177
397	0.2603498648
398	0.2599992894
399	0.259654635
400	0.2592982257
401	0.2589334194
402	0.2586007851
403	0.2582836902
404	0.2579385785
405	0.2575800395
406	0.2572430178
407	0.2568716106
408	0.2565415527
409	0.2562205601
410	0.2558925755
411	0.255560886
412	0.2552360179
413	0.2549160232
414	0.2546177234
415	0.2542786728
416	0.2539786245
417	0.253673587
418	0.2534401591
419	0.2531232014
420	0.2528273336
421	0.252496533
422	0.2522156129
423	0.2518892278
424	0.2515488543
425	0.2512879416
426	0.2509696347
427	0.2506635116
428	0.2503680179
429	0.2501265734
430	0.249807862
431	0.2495027057
432	0.2492105284
433	0.2489148686
434	0.2486548125
435	0.2483534096
436	0.2480779078
437	0.2477699811
438	0.2474887287
439	0.2471943799
440	0.2468854917
441	0.2465973466
442	0.246303278
443	0.2459936665
444	0.2457509982
445	0.2454608413
446	0.2452079381
447	0.2449169362
448	0.2446316084
449	0.2443621946
450	0.2440516856
451	0.2437777144
452	0.2435482016
453	0.2432889253
454	0.2429968837
455	0.2427679047
456	0.2425521966
457	0.2422696335
458	0.2420058061
459	0.2417929975
460	0.2415230475
461	0.2412799612
462	0.2410612787
463	0.2407850001
464	0.2405149447
465	0.2402375985
466	0.2399780793
467	0.2397313941
468	0.2394758119
469	0.2392650375
470	0.2390078869
471	0.2387976249
472	0.2385206654
473	0.2383349914
474	0.2380687352
475	0.2378189233
476	0.2375811867
477	0.2373501644
478	0.2370880383
479	0.2368307503
480	0.2365820949
481	0.2363808961
482	0.2361255447
483	0.2359214952
484	0.235662945
485	0.2354383048
486	0.2351981864
487	0.2349463276
488	0.2347363437
489	0.2344967434
490	0.2342785257
491	0.2340391227
492	0.2338156413
493	0.2336318085
494	0.2334042924
495	0.2331967083
496	0.232972933
497	0.2328021262
498	0.2325895549
499	0.2323965394
500	0.2321622006
501	0.2319363298
502	0.2317195995
503	0.2314850295
504	0.23125814
505	0.2310487809
506	0.2308581105
507	0.2306454673
508	0.2304204685
509	0.2301844633
510	0.2299742979
511	0.2297501453
512	0.2295357392
513	0.2293152226
514	0.2290826273
515	0.2288794849
516	0.2286808657
517	0.2284720135
518	0.2282698706
519	0.2280556776
520	0.227879245
521	0.2276683262
522	0.227451027
523	0.2272485494
524	0.2270247559
525	0.2268028705
526	0.2266211714
527	0.2264244639
528	0.2262287772
529	0.2260644362
530	0.2258834031
531	0.2256886398
532	0.2254982464
533	0.2252985739
534	0.2251015812
535	0.2249062359
536	0.224745403
537	0.2245733127
538	0.2244046084
539	0.2242561267
540	0.2240811772
541	0.223902883
542	0.2237286068
543	0.2235361466
544	0.2233794993
545	0.2232108783
546	0.2230184483
547	0.22285765
548	0.2226753766
549	0.2224829456
550	0.2223062455
551	0.2221263394
552	0.2219631216
553	0.2218129186
554	0.2216449286
555	0.2214698596
556	0.2213256749
557	0.2211566214
558	0.2209772488
559	0.2208075012
560	0.2206464663
561	0.2204688542
562	0.2202908961
563	0.2201159404
564	0.2199774642
565	0.2198031489
566	0.2196369281
567	0.2194703695
568	0.2193127328
569	0.2191473019
570	0.2190133974
571	0.2189044336
572	0.2187486882
573	0.2186074038
574	0.2184549921
575	0.2182931972
576	0.2181669022
577	0.2180080059
578	0.2178513065
579	0.2177228309
580	0.2175607107
581	0.2173970321
582	0.2172702691
583	0.2171068127
584	0.216932601
585	0.2167676289
586	0.2166073618
587	0.2164437442
588	0.2162896069
589	0.2161197922
590	0.2159868756
591	0.2158146018
592	0.2156591738
593	0.2155177953
594	0.2153716733
595	0.2152202335
596	0.215064365
597	0.214913905
598	0.2148104898
599	0.2146542803
600	0.2145116447
601	0.2143635371
602	0.2142241518
603	0.2141072707
604	0.2139459086
605	0.2137967906
606	0.213655441
607	0.2135178125
608	0.2133740239
609	0.2132315994
610	0.2131021691
611	0.212952166
612	0.2128087426
613	0.2126612037
614	0.2125278495
615	0.2123691127
616	0.2122443772
617	0.2120973812
618	0.2119676209
619	0.2118280932
620	0.2116933926
621	0.2115703052
622	0.211442021
623	0.211313199
624	0.21118138
625	0.2110915066
626	0.2109707168
627	0.2108318287
628	0.2106967568
629	0.2105941954
630	0.2104590542
631	0.2103327933
632	0.2102088756
633	0.2100704
634	0.2099308203
635	0.2097947679
636	0.2096552609
637	0.2095264485
638	0.209393508
639	0.2092621107
640	0.2091306464
641	0.2090299999
642	0.2088991172
643	0.2087779251
644	0.2086597105
645	0.2085333981
646	0.2084176809
647	0.2083235255
648	0.2082191939
649	0.2080934357
650	0.2079664648
651	0.2078305304
652	0.2077390118
653	0.2076414695
654	0.2075330696
655	0.2074099789
656	0.207280311
657	0.207155691
658	0.207051272
659	0.2069568708
660	0.2068481965
661	0.2067199602
662	0.2066142081
663	0.2065338045
664	0.2064241786
665	0.2063286061
666	0.2062108676
667	0.2061059001
668	0.2060027481
669	0.2058859563
670	0.2057605508
671	0.2056546102
672	0.2055347336
673	0.2054243922
674	0.2053200928
675	0.2052030968
676	0.2050927938
677	0.2049709706
678	0.2048496116
679	0.2047476111
680	0.2046699373
681	0.2045718474
682	0.2044734646
683	0.204368704
684	0.2042709021
685	0.2041586027
686	0.2040572798
687	0.2039611059
688	0.2038518623
689	0.2037504098
690	0.2036656291
691	0.2035727179
692	0.2034606021
693	0.2033546136
694	0.2032546379
695	0.2031519556
696	0.2030395505
697	0.2029409981
698	0.2028387759
699	0.2027441451
700	0.2026483189
701	0.2025548595
702	0.2024586928
703	0.2023544773
704	0.2022736248
705	0.2021745157
706	0.2020631591
707	0.2019776785
708	0.2018834154
709	0.2017839632
710	0.2017194697
711	0.2016171755
712	0.2015092729
713	0.2014134754
714	0.2013015266
715	0.2012260036
716	0.2011337181
717	0.2010684676
718	0.2009724586
719	0.2008986275
720	0.2007910203
721	0.2007016465
722	0.2006092625
723	0.2005293183
724	0.2004334874
725	0.2003385049
726	0.2002606247
727	0.2001822153
728	0.2000999969
729	0.200031555
730	0.1999423684
731	0.1998697267
732	0.1997776166
733	0.1996776542
734	0.1995860946
735	0.1994974352
736	0.1994072732
737	0.1993356565
738	0.1992496821
739	0.1991678718
740	0.1990913045
741	0.1990202067
742	0.1989358394
743	0.1988488636
744	0.1987551599
745	0.198681181
746	0.1986168483
747	0.1985393515
748	0.1984563348
749	0.1983792261
750	0.1983096515
751	0.1982519289
752	0.1981664167
753	0.198082599
754	0.1980131692
755	0.1979437308
756	0.1978641933
757	0.1977831258
758	0.1977296444
759	0.1976524972
760	0.1975715817
761	0.1974972125
762	0.1974265516
763	0.197359461
764	0.1972825303
765	0.1972162322
766	0.1971539728
767	0.1970791299
768	0.1969953838
769	0.1969203247
770	0.1968369604
771	0.196776581
772	0.196706452
773	0.1966361391
774	0.1965622683
775	0.196496742
776	0.1964270605
777	0.1963516137
778	0.1962829152
779	0.1962167334
780	0.1961461768
781	0.1960790794
782	0.1960079613
783	0.195960515
784	0.1958823328
785	0.1958011874
786	0.1957248563
787	0.1956605577
788	0.1955861947
789	0.1955288634
790	0.195485641
791	0.1954331417
792	0.1953708
793	0.1953083949
794	0.1952435743
795	0.1951743838
796	0.1951056399
797	0.1950451156
798	0.1949861483
799	0.194908373
800	0.1948524207
801	0.1947856782
802	0.194720765
803	0.1946524937
804	0.1945862528
805	0.1945149545
806	0.1944451282
807	0.1943838787
808	0.1943132798
809	0.1942519499
810	0.194179718
811	0.1941174321
812	0.1940492738
813	0.1939853513
814	0.1939266222
815	0.193858603
816	0.1938045841
817	0.1937349196
818	0.1936725019
819	0.1936050424
820	0.1935383798
821	0.1934788901
822	0.1934246307
823	0.1933813498
824	0.1933290585
825	0.1932664861
826	0.1932013985
827	0.1931321144
828	0.1930788541
829	0.1930386596
830	0.1929845806
831	0.1929225193
832	0.1928607441
833	0.1927991068
834	0.1927421409
835	0.1926897394
836	0.1926288511
837	0.1925722394
838	0.1925189363
839	0.1924563411
840	0.1923906227
841	0.192334657
842	0.1922742804
843	0.1922262762
844	0.1921597005
845	0.1921002414
846	0.1920513624
847	0.1919993006
848	0.1919564634
849	0.1919002388
850	0.1918473663
851	0.1917806068
852	0.1917254423
853	0.191666486
854	0.1916082327
855	0.1915718924
856	0.1915187419
857	0.1914678137
858	0.1914110521
859	0.1913533072
860	0.1912937997
861	0.1912419641
862	0.1911963451
863	0.1911484127
864	0.1911089527
865	0.1910600114
866	0.1909945762
867	0.1909371059
868	0.1909036837
869	0.1908432035
870	0.1907877992
871	0.1907353152
872	0.1906835939
873	0.1906293983
874	0.1905703165
875	0.1905123629
876	0.1904652284
877	0.1904138493
878	0.1903585759
879	0.1903076763
880	0.1902561548
881	0.1902183736
882	0.1901790892
883	0.1901208025
884	0.1900697008
885	0.1900242622
886	0.1899759986
887	0.1899334779
888	0.1898843558
889	0.1898363742
890	0.1897887834
891	0.1897398187
892	0.1896870287
893	0.1896395813
894	0.1895906272
895	0.1895473223
896	0.189497561
897	0.1894532142
898	0.1894066501
899	0.1893604694
900	0.1893165007
901	0.1892759781
902	0.1892287351
903	0.1891835846
904	0.1891313873
905	0.1890751079
906	0.1890253314
907	0.1889796331
908	0.1889362021
909	0.1888943196
910	0.1888543107
911	0.1888071732
912	0.1887714447
913	0.1887330701
914	0.1886973709
915	0.1886543592
916	0.1886083552
917	0.1885805952
918	0.1885408518
919	0.1885136566
920	0.1884622951
921	0.1884158
922	0.188372979
923	0.1883295174
924	0.1882868543
925	0.1882489068
926	0.1882048577
927	0.1881708054
928	0.188140224
929	0.1880924564
930	0.1880565939
931	0.1880171957
932	0.187975487
933	0.1879346069
934	0.1878900548
935	0.1878427444
936	0.1878035855
937	0.1877552837
938	0.1877135109
939	0.1876591854
940	0.1876141432
941	0.187567517
942	0.1875304512
943	0.1874868207
944	0.1874372216
945	0.1873943205
946	0.1873570359
947	0.1873135321
948	0.1872610714
949	0.1872215365
950	0.1871813097
951	0.1871439101
952	0.18710924
953	0.1870636169
954	0.1870265432
955	0.1869943768
956	0.1869651936
957	0.186927702
958	0.1868975812
959	0.186860986
960	0.1868202613
961	0.1867751967
962	0.1867409949
963	0.1866961987
964	0.1866601219
965	0.1866178218
966	0.1865833701
967	0.1865460483
968	0.1865105612
969	0.1864816714
970	0.1864445859
971	0.1864058809
972	0.1863742594
973	0.1863408058
974	0.1863071967
975	0.186266111
976	0.1862333666
977	0.1862018806
978	0.1861616631
979	0.1861229388
980	0.1860844526
981	0.1860613102
982	0.1860244241
983	0.1859822943
984	0.1859401188
985	0.1859039753
986	0.1858638793
987	0.1858283753
988	0.1857877892
989	0.1857513116
990	0.1857184119
991	0.18568306
992	0.1856458587
993	0.1856091667
994	0.1855689953
995	0.1855338155
996	0.1854982148
997	0.1854700737
998	0.1854503589
999	0.1854214352
